D1S1656
12	0.001000

D11S2368
14	0.002004
15	0.012024
16	0.026052
17	0.134269
18	0.218437
19	0.241483
20	0.195391
21	0.121242
22	0.04008
23	0.009018

D11S554
188	0.001182
192	0.011821
196	0.018913
200	0.031915
202	0.001182
204	0.091017
206	0.002364
208	0.112293
209	0.003546
211	0.001182
212	0.114657
214	0.001182
216	0.113475
217	0.008274
218	0.001182
220	0.091017
221	0.008274
224	0.083924
225	0.015366
226	0.001182
228	0.053192
229	0.022459
230	0.001182
231	0.001182
232	0.009456
233	0.022459
234	0.001182
236	0.007092
237	0.007092
239	0.002364
242	0.004728
245	0.007092
246	0.020095
249	0.004728
250	0.021277
253	0.004728
254	0.028369
257	0.002364
258	0.009456
262	0.014185
264	0.001182
266	0.007092
270	0.002364
271	0.001182
274	0.007092
277	0.001182
282	0.001182
287	0.002364
290	0.001182
291	0.001182
294	0.001182
296	0.001182
300	0.007092
301	0.001182
302	0.001182
304	0.001182
320	0.001182
325	0.001182

APOAI1
254	0.001168
256	0.001168
258	0.031542
262	0.040888
263	0.001168
265	0.003505
266	0.007009
267	0.023364
268	0.002336
269	0.007009
270	0.029206
271	0.078271
272	0.008178
273	0.003505
274	0.029206
275	0.016355
276	0.038551
277	0.009346
278	0.01986
279	0.018692
280	0.081776
281	0.029206
282	0.038551
283	0.026869
284	0.046729
285	0.024533
286	0.060748
287	0.047897
288	0.012851
289	0.023364
290	0.060748
291	0.01986
292	0.002336
293	0.016355
294	0.042056
295	0.017523
297	0.028037
298	0.029206
299	0.002336
301	0.010514
302	0.008178

vWA
11	0.001619
12	0.001000
13	0.007689
14	0.063133
15	0.193851
16	0.261841
17	0.224203
18	0.134967
19	0.08094
20	0.025496
21	0.004249
22	0.001012

D12S391
13	0.001000
14	0.005818
15	0.05276
16	0.037313
16.2	0.001000
17	0.211642
17.1	0.001000
17.2	0.001003
17.3	0.001000
18	0.223478
18.1	0.001000
18.2	0.001000
18.3	0.002407
19	0.150858
19.1	0.001204
19.2	0.001605
19.3	0.001003
20	0.094286
20.1	0.001000
20.2	0.001000
21	0.056772
21.3	0.001000
22	0.066
22.3	0.001000
23	0.053763
24	0.01665
25	0.007824
26	0.004614
27	0.001000

D13S325
16	0.004995
17	0.003996
18	0.048951
19	0.191808
19.2	0.001998
20	0.21978
21	0.274726
22	0.157842
23	0.062937
23.3	0.008991
24	0.010989
24.3	0.003996
25	0.004995
26.3	0.003996

D13S317
7	0.001000
8	0.09464
9	0.025386
10	0.045289
11	0.249598
12	0.415522
13	0.126119
14	0.041024
15	0.001422

D14S1434
9	0.006993
10	0.291708
11	0.024975
12	0.073926
13	0.20979
14	0.378622
15	0.013986

D15S659
8.3	0.005
9.3	0.007
10	0.009
11	0.037
12	0.107
13	0.088
14	0.044
15	0.081
16	0.238
17	0.255
18	0.114
19	0.011
20	0.004

Penta E
5	0.045307
6	0.001000
7	0.056507
8	0.086542
